cluster	n_peaks	n_proximal	n_distal	n_genes	span	states	genes
926	3	1	2	2	chr15:82068325-82698375 (630kb)	.	EFL1,SAXO2
933	3	2	1	3	chr15:84570471-85204593 (634kb)	.	LINC00933,NMB,UBE2Q2P1
934	3	1	2	1	chr15:84585700-84915455 (330kb)	.	ENSG00000286505
939	3	1	2	1	chr15:88309233-89411828 (1103kb)	.	MFGE8
940	3	2	1	3	chr15:88546286-89400248 (854kb)	.	DET1,ENSG00000173867,ENSG00000289128
950	3	1	2	1	chr15:96171110-96554577 (383kb)	.	ENSG00000259359
953	3	2	1	2	chr15:98727557-99565737 (838kb)	.	LUNAR1,MEF2A
956	3	1	2	1	chr15:98805824-99105101 (299kb)	.	SYNM-AS1
958	3	1	2	1	chr1:6034539-6701669 (667kb)	.	DNAJC11
959	3	2	1	2	chr1:60858469-61725688 (867kb)	.	NFIA-AS2,TM2D1
967	3	2	1	2	chr16:11532278-11916310 (384kb)	.	GSPT1,TXNDC11
969	3	1	2	2	chr1:6148714-6614287 (466kb)	.	KLHL21,PHF13
973	3	2	1	2	chr16:20741319-20806616 (65kb)	.	REXO5,THUMPD1
974	3	1	2	2	chr16:21158512-21960633 (802kb)	.	DNAH3,LDAF1
982	3	1	2	2	chr1:62687719-63390624 (703kb)	.	DOCK7,DOCK7-DT
984	3	2	1	4	chr16:2777542-3192108 (415kb)	.	ELOB,ENSG00000274367,ENSG00000276791,PKMYT1
986	3	2	1	3	chr16:28538868-28824189 (285kb)	.	ATXN2L,ENSG00000275807,NUPR1
990	3	2	1	2	chr16:29115040-29790891 (676kb)	.	ENSG00000291188,KIF22
994	3	2	1	3	chr16:3024192-3485004 (461kb)	.	HCFC1R1,THOC6,ZSCAN10
1002	3	1	2	1	chr1:63522817-64343847 (821kb)	.	EFCAB7
1009	3	1	2	1	chr16:46399989-47038324 (638kb)	.	MYLK3
1018	3	2	1	4	chr16:49282234-50066522 (784kb)	.	CBLN1,ENSG00000279249,HEATR3,HEATR3-AS1
1021	3	1	2	1	chr1:65066103-66032837 (967kb)	.	PDE4B
1023	3	1	2	2	chr16:53528073-54687299 (1159kb)	.	ENSG00000283689,IRX3
1031	3	1	2	1	chr16:57535915-58371765 (836kb)	.	CCDC102A
1033	3	2	1	3	chr16:352596-929343 (577kb)	.	AXIN1,MCRIP2,METTL26
1042	3	1	2	2	chr16:67992947-68328923 (336kb)	.	ENSG00000261469,ESRP2
1047	3	2	1	4	chr16:70165154-70347123 (182kb)	.	AARS1,DDX19A,DDX19A-DT,DDX19B
1048	3	1	2	1	chr1:6701785-7208156 (506kb)	.	DNAJC11
1051	3	1	2	1	chr16:71611071-71884748 (274kb)	.	ENSG00000261513
1052	3	2	1	2	chr16:71786464-72008909 (222kb)	.	DHODH,ZNF821
1054	3	1	2	1	chr16:74487991-75446034 (958kb)	.	GLG1
1057	3	1	2	1	chr1:67685508-68156214 (471kb)	.	GADD45A
1058	3	1	2	1	chr16:83899259-83957046 (58kb)	.	MLYCD
1062	3	1	2	1	chr16:86510270-86906896 (397kb)	.	FOXF1
1063	3	1	2	1	chr16:87077330-87561260 (484kb)	.	FBXO31
1064	3	2	1	2	chr16:87383399-87869702 (486kb)	.	MAP1LC3B,SLC7A5
1090	3	2	1	4	chr17:28276368-28916580 (640kb)	.	ENSG00000258924,ENSG00000260777,POLDIP2,TMEM199
1097	3	1	2	2	chr17:29591020-30847065 (1256kb)	.	ENSG00000265394,hsa-mir-423
1098	3	1	2	1	chr17:30555549-30824925 (269kb)	.	CRLF3
1100	3	1	2	2	chr17:30697905-31016110 (318kb)	.	ADAP2,TEFM
1101	3	2	1	3	chr17:30708367-31095454 (387kb)	.	ENSG00000290928,MIR4733HG,NF1
1108	3	2	1	5	chr17:3636113-4498926 (863kb)	.	CTNS,ENSG00000262304,SHPK,SPNS2,SPNS2-AS1
1125	3	1	2	1	chr17:41561682-42205237 (644kb)	.	GHDC
1129	3	1	2	1	chr17:43222148-44014515 (792kb)	.	LINC01976
1143	3	2	1	3	chr17:47159300-47840896 (682kb)	.	ENSG00000259753,ITGB3,SCRN2
1146	3	2	1	4	chr17:47831204-48026756 (196kb)	.	LRRC46,MRPL10,SP2,SP2-DT
1157	3	2	1	2	chr17:49996674-50346479 (350kb)	.	ENSG00000248172,XYLT2
1159	3	1	2	1	chr17:50076359-50909925 (834kb)	.	ENSG00000262006
1164	3	1	2	2	chr17:56793935-57256712 (463kb)	.	ENSG00000286732,MSI2
1166	3	1	2	2	chr17:57424819-58113308 (688kb)	.	CUEDC1,ENSG00000278642
1171	3	2	1	2	chr17:58352619-58659601 (307kb)	.	ENSG00000290039,SUPT4H1
1172	3	2	1	4	chr17:59165907-59965260 (799kb)	.	CLTC,ENSG00000273702,RNFT1,RNFT1-DT
1173	3	1	2	1	chr17:59220342-60373171 (1153kb)	.	GDPD1
1174	3	2	1	2	chr17:59220902-59565711 (345kb)	.	DHX40,GDPD1
1179	3	2	1	3	chr17:61399612-61928391 (529kb)	.	ENSG00000267131,INTS2,TBX2
1184	3	1	2	1	chr1:7646387-8482311 (836kb)	.	PER3
1192	3	2	1	5	chr17:7296472-8384062 (1088kb)	.	ENSG00000233223,ENSG00000263809,ENSG00000288750,MPDU1,RPL26
1194	3	1	2	1	chr17:7394283-8249315 (855kb)	.	PLSCR3
1201	3	1	2	1	chr17:7560484-8139194 (579kb)	.	ENSG00000264772
1203	3	2	1	2	chr17:76072903-76791619 (719kb)	.	SRP68,UBALD2
1209	3	1	2	1	chr17:77528680-78238673 (710kb)	.	BIRC5
1217	3	2	1	3	chr17:78360199-79120461 (760kb)	.	CYTH1,SOCS3,SOCS3-DT
1219	3	1	2	1	chr1:77949070-78885303 (936kb)	.	ENSG00000273338
1223	3	2	1	2	chr17:79839410-80474937 (636kb)	.	CBX4,ENSG00000290024
1228	3	1	2	3	chr17:81703238-82030728 (327kb)	.	ENSG00000262049,ENSG00000262660,MRPL12
1230	3	1	2	2	chr17:81926325-82273542 (347kb)	.	CSNK1D,ENSG00000287737
1233	3	2	1	2	chr18:9914354-10526338 (612kb)	.	NAPG,VAPA
1243	3	2	1	1	chr18:25743736-26226844 (483kb)	.	TAF4B
1244	3	1	2	1	chr18:26511252-26981679 (470kb)	.	KCTD1
1250	3	2	1	3	chr18:33570225-34494066 (924kb)	.	ASXL3,ASXL3-DT,DTNA
1255	3	1	2	1	chr18:35526825-36462753 (936kb)	.	RPRD1A
1256	3	2	1	4	chr18:35628221-36298424 (670kb)	.	ELP2,ENSG00000288917,FHOD3,SLC39A6
1259	3	1	2	2	chr18:36186750-36440747 (254kb)	.	COSMOC,MOCOS
1260	3	1	2	2	chr1:83692984-84078210 (385kb)	.	PRKACB,PRKACB-DT
1273	3	2	1	2	chr18:62522801-63342875 (820kb)	.	PHLPP1,ZCCHC2
1278	3	2	1	2	chr18:9137250-9708625 (571kb)	.	NDUFV2-AS1,RAB31
1292	3	2	1	2	chr19:10543623-11695399 (1152kb)	.	ATG4D,ENSG00000289985
1299	3	1	2	1	chr19:12140270-12828708 (688kb)	.	ZNF20
1306	3	2	1	3	chr19:13632940-13952919 (320kb)	.	CACNA1A,DCAF15,PODNL1
1311	3	1	2	1	chr19:15508317-16110927 (603kb)	.	CYP4F22
1312	3	2	1	2	chr19:16076161-16587840 (512kb)	.	ENSG00000269578,RAB8A
1321	3	2	1	2	chr19:17282630-18168431 (886kb)	.	RPL18A,USHBP1
1323	3	1	2	2	chr19:18655454-18919807 (264kb)	.	COPE,DDX49
1324	3	1	2	1	chr19:19105615-19355958 (250kb)	.	ENSG00000288837
1329	3	2	1	2	chr19:2427097-2543908 (117kb)	.	GADD45B,TIMM13
1336	3	1	2	1	chr1:9196303-9722035 (526kb)	.	SPSB1
1342	3	2	1	3	chr19:32971870-33311071 (339kb)	.	CEP89,FAAP24,SLC7A10
1346	3	2	1	3	chr19:34733770-35399742 (666kb)	.	ENSG00000274104,LINC01531,ZNF181
1350	3	1	2	1	chr19:35090350-35912269 (822kb)	.	ENSG00000179066
1373	3	1	2	1	chr19:40598137-41354230 (756kb)	.	TGFB1
1374	3	2	1	3	chr19:41397261-42034991 (638kb)	.	BCKDHA,CEACAM7,EXOSC5
1377	3	1	2	1	chr19:41866288-42231163 (365kb)	.	RABAC1
1378	3	1	2	1	chr19:41957839-42284431 (327kb)	.	RABAC1
1380	3	2	1	3	chr1:93846263-94884258 (1038kb)	.	ARHGAP29-AS1,BCAR3,ENSG00000260464
1388	3	2	1	2	chr19:46058349-46850467 (792kb)	.	AP2S1,CCDC8
1390	3	2	1	3	chr19:46077577-47113870 (1036kb)	.	IGFL4,SAE1,ZC3H4
1394	3	1	2	1	chr19:4576097-5341228 (765kb)	.	PTPRS
1403	3	2	1	2	chr19:51594286-51704449 (110kb)	.	LINC01530,SPACA6
1404	3	2	1	4	chr19:52570065-52963169 (393kb)	.	ZNF816,ZNF816-ZNF321P,ZNF888,ZNF888-AS1
1405	3	1	2	1	chr19:52942002-53942692 (1001kb)	.	ZNF160
1416	3	2	1	4	chr19:58279137-58581520 (302kb)	.	CHMP2A,ZNF8,ZNF8-DT,ZNF8-ERVK3-1
1419	3	2	1	3	chr19:7068975-7870948 (802kb)	.	ENSG00000268120,MBD3L3,ZNF557
1426	3	1	2	1	chr19:7315458-7869103 (554kb)	.	EVI5L
1429	3	1	2	1	chr20:728419-1283850 (555kb)	.	ENSG00000286787
1434	3	2	1	2	chr20:2038806-3046171 (1007kb)	.	MRPS26,ZNF343
1436	3	1	2	2	chr20:21303495-21694470 (391kb)	.	ENSG00000275457,XRN2
1443	3	1	2	2	chr20:31596189-31870361 (274kb)	.	DUSP15,TTLL9
1446	3	1	2	1	chr20:324344-408437 (84kb)	.	RBCK1
1449	3	1	2	1	chr20:32536186-33686726 (1151kb)	.	E2F1
1457	3	2	1	2	chr20:34516024-35394968 (879kb)	.	DYNLRB1,NCOA6
1461	3	2	1	3	chr20:36050927-36991659 (941kb)	.	ENSG00000234139,NORAD,RAB5IF
1464	3	1	2	1	chr20:37166454-37969508 (803kb)	.	CTNNBL1
1469	3	2	1	2	chr20:38356373-38926629 (570kb)	.	ACTR5,FAM83D
1472	3	1	2	1	chr20:41340634-42149987 (809kb)	.	LPIN3
1476	3	2	1	3	chr20:43457452-43667353 (210kb)	.	ENSG00000288000,MYBL2,SRSF6
1478	3	2	1	1	chr20:44531379-45437178 (906kb)	.	PKIG
1485	3	1	2	2	chr20:49771337-50981687 (1210kb)	.	PEDS1,PEDS1-UBE2V1
1487	3	1	2	1	chr20:49982723-50818630 (836kb)	.	SNAI1
1500	3	1	2	2	chr20:62121557-62875713 (754kb)	.	ENSG00000289236,LSM14B
1502	3	1	2	1	chr20:62238697-62926674 (688kb)	.	ADRM1
1505	3	1	2	1	chr20:62921323-63741290 (820kb)	.	LINC01749
1507	3	1	2	1	chr20:63134447-64286316 (1152kb)	.	PRPF6
1510	3	2	1	2	chr2:9630271-10044281 (414kb)	.	KLF11,YWHAQ
1521	3	2	1	2	chr2:111897826-112764942 (867kb)	.	CKAP2L,MERTK
1522	3	1	2	1	chr2:112541814-113070378 (529kb)	.	POLR1B
1529	3	1	2	1	chr2:126657508-127370404 (713kb)	.	CYP27C1
1531	3	1	2	2	chr2:126887266-127886267 (999kb)	.	AMMECR1L,ENSG00000272667
1533	3	2	1	1	chr2:127857426-128322072 (465kb)	.	POLR2D
1535	3	1	2	2	chr21:29024499-29435097 (411kb)	.	ENSG00000273254,USP16
1542	3	1	2	2	chr21:32458639-32840544 (382kb)	.	CFAP298,CFAP298-TCP10L
1543	3	1	2	1	chr21:32641183-33677281 (1036kb)	.	OLIG2
1552	3	2	1	2	chr21:38743580-39446128 (703kb)	.	LCA5L,SH3BGR
1554	3	2	1	3	chr21:42009795-42989040 (979kb)	.	PKNOX1,ZBTB21,ZNF295-AS1
1561	3	2	1	3	chr21:45287388-45590810 (303kb)	.	LINC00205,LINC01694,POFUT2
1572	3	1	2	1	chr2:160224118-160993993 (770kb)	.	RBMS1
1573	3	2	1	2	chr2:168247365-169362260 (1115kb)	.	LRP2,STK39
1576	3	1	2	1	chr2:169570707-169967031 (396kb)	.	PPIG
1577	3	2	1	4	chr2:169694345-169827818 (133kb)	.	CFAP210,KLHL23,PHOSPHO2,UBR3
1580	3	2	1	3	chr2:171687198-172952039 (1265kb)	.	DYNC1I2,METAP1D,SLC25A12
1584	3	1	2	1	chr2:175145421-175367035 (222kb)	.	ATP5MC3
1590	3	1	2	2	chr2:176188392-176455368 (267kb)	.	HAGLR,HOXD1
1598	3	1	2	1	chr2:201451862-201912215 (460kb)	.	TRAK2
1600	3	1	2	1	chr2:202109729-202831712 (722kb)	.	SUMO1
1601	3	1	2	1	chr2:201872721-202238819 (366kb)	.	SUMO1
1607	3	1	2	2	chr2:206265277-206765845 (501kb)	.	FASTKD2,MDH1B
1617	3	2	1	3	chr22:17609785-18024917 (415kb)	.	ATP6V1E1,BCL2L13,MICAL3
1619	3	1	2	1	chr2:217943999-218358732 (415kb)	.	CATIP-AS2
1620	3	2	1	3	chr2:218068888-218711394 (643kb)	.	AAMP,PNKD,TTLL4
1621	3	1	2	1	chr22:18528572-19146572 (618kb)	.	TMEM191B
1623	3	2	1	3	chr2:218568018-219201050 (633kb)	.	CNOT9,ENSG00000287529,USP37
1626	3	2	1	2	chr2:218959373-219388635 (429kb)	.	CDK5R2,DNPEP-AS1
1643	3	1	2	2	chr2:222291250-222925334 (634kb)	.	CCDC140,PAX3
1647	3	2	1	4	chr22:24554874-24953013 (398kb)	.	ENSG00000286070,GUCD1,KIAA1671,SNRPD3
1657	3	2	1	3	chr22:29120142-29603941 (484kb)	.	EWSR1,NF2,RHBDD3
1671	3	1	2	1	chr2:231674697-232193013 (518kb)	.	NPPC
1676	3	1	2	1	chr22:35231054-35381367 (150kb)	.	HMOX1
1680	3	1	2	1	chr22:36123898-36455411 (332kb)	.	ENSG00000228719
1688	3	2	1	2	chr22:37166635-38202962 (1036kb)	.	CDC42EP1,ENSG00000235237
1696	3	1	2	1	chr22:39145236-39754880 (610kb)	.	RPL3
1699	3	2	1	3	chr2:240052974-240586790 (534kb)	.	CAPN10,CAPN10-DT,OR6B3
1700	3	1	2	1	chr2:240116022-240693754 (578kb)	.	DUSP28
1701	3	1	2	2	chr22:40196844-40346961 (150kb)	.	ADSL,ENSG00000284431
1702	3	1	2	1	chr2:240501027-241412363 (911kb)	.	SNED1
1704	3	1	2	1	chr2:241355227-241702926 (348kb)	.	FARP2
1705	3	1	2	1	chr22:41517846-42444678 (927kb)	.	POLR3H
1711	3	2	1	2	chr22:43231083-43955468 (724kb)	.	ENSG00000234892,SAMM50
1713	3	1	2	1	chr22:45096343-46014072 (918kb)	.	ENSG00000273145
1717	3	1	2	2	chr22:50600462-50808077 (208kb)	.	CHKB,MAPK8IP2
1722	3	1	2	1	chr2:26785691-27453551 (668kb)	.	ATRAID
1728	3	1	2	2	chr2:32039490-32258390 (219kb)	.	DPY30,ENSG00000288937
1732	3	1	2	1	chr2:42360952-42990018 (629kb)	.	COX7A2L
1738	3	1	2	1	chr2:45117521-45611459 (494kb)	.	SRBD1
1742	3	2	1	2	chr2:46543208-47323404 (780kb)	.	ATP6V1E2,MCFD2
1754	3	2	1	4	chr2:61144775-61847784 (703kb)	.	C2orf74,C2orf74-DT,USP34,USP34-DT
1764	3	2	1	3	chr2:65056072-65432822 (377kb)	.	CEP68,LINC02245,SPRED2
1765	3	1	2	1	chr2:65435763-65760419 (325kb)	.	LINC02934
1769	3	1	2	1	chr2:69178108-69643355 (465kb)	.	NFU1
1772	3	2	1	2	chr2:70087349-70768555 (681kb)	.	ADD2,PCBP1
1784	3	1	2	1	chr2:73976897-74958742 (982kb)	.	POLE4
1789	3	1	2	2	chr2:84970598-85285929 (315kb)	.	ENSG00000290085,KCMF1
1792	3	1	2	2	chr2:85615962-86273118 (657kb)	.	ENSG00000273080,IMMT
1794	3	2	1	3	chr2:8681697-9556295 (875kb)	.	ADAM17,ENSG00000271855,ID2-AS1
1801	3	1	2	2	chr2:95574745-96858379 (1284kb)	.	ANKRD23,ANKRD39
1817	3	1	2	1	chr3:107522602-108477845 (955kb)	.	BBX
1822	3	1	2	2	chr3:112676889-113019897 (343kb)	.	NEPRO,NEPRO-AS1
1832	3	2	1	4	chr3:121513857-122416571 (903kb)	.	FAM162A,MIX23,WDR5B,WDR5B-DT
1834	3	1	2	1	chr3:122793783-123642618 (849kb)	.	HSPBAP1
1843	3	1	2	2	chr3:127597995-128601363 (1003kb)	.	MCM2,TPRA1
1844	3	1	2	2	chr3:128051360-128426857 (375kb)	.	MGLL,SEC61A1
1849	3	2	1	3	chr3:129278439-129535327 (257kb)	.	ENSG00000286729,HMCES,MBD4
1851	3	1	2	1	chr3:132376698-132473914 (97kb)	.	DNAJC13
1857	3	2	1	2	chr3:138073215-138188180 (115kb)	.	ARMC8,DBR1
1863	3	2	1	3	chr3:141352735-142447648 (1095kb)	.	ENSG00000285558,RNF7,XRN1
1865	3	1	2	1	chr3:141487237-142126475 (639kb)	.	RASA2
1866	3	1	2	1	chr3:141659778-142999658 (1340kb)	.	GK5
1869	3	2	1	1	chr3:143644389-143972615 (328kb)	.	DIPK2A
1871	3	1	2	1	chr3:14548173-15378495 (830kb)	.	ENSG00000285969
1884	3	1	2	2	chr3:160539952-161221682 (682kb)	.	PPM1L,PPM1L-DT
1886	3	1	2	1	chr3:169146487-169987367 (841kb)	.	TERC
1889	3	1	2	1	chr3:170285940-171460947 (1175kb)	.	TNIK
1892	3	1	2	1	chr3:182814884-183698138 (883kb)	.	YEATS2
1898	3	2	1	4	chr3:184174611-184620291 (446kb)	.	ALG3,AP2M1,EEF1AKMT4,EEF1AKMT4-ECE2
1902	3	1	2	1	chr3:194314933-195351601 (1037kb)	.	LINC01972
1907	3	2	1	3	chr3:197664930-198046239 (381kb)	.	ENSG00000236833,ENSG00000287286,RPL35A
1910	3	2	1	1	chr3:25515290-25665246 (150kb)	.	TOP2B
1911	3	1	2	1	chr3:27357787-27960377 (603kb)	.	SLC4A7
1912	3	1	2	2	chr3:27369062-27728837 (360kb)	.	ENSG00000287348,NEK10
1924	3	1	2	1	chr3:42547560-43566439 (1019kb)	.	SNRK
1925	3	2	1	5	chr3:42581865-42804705 (223kb)	.	ACKR2,ENSG00000280571,ENSG00000289558,HIGD1A,SS18L2
1934	3	1	2	2	chr3:46845388-47704000 (859kb)	.	KIF9-AS1,SETD2
1938	3	1	2	1	chr3:47645149-47789405 (144kb)	.	SMARCC1
1949	3	1	2	1	chr3:51551160-52428785 (878kb)	.	POC1A
1966	3	1	2	2	chr3:63863232-64149249 (286kb)	.	ATXN7,THOC7
1975	3	2	1	2	chr3:9134697-10115969 (981kb)	.	BRK1,CRELD1
1998	3	1	2	1	chr4:127781726-127997759 (216kb)	.	HSPA4L
2003	3	1	2	2	chr4:139176426-140290672 (1114kb)	.	ELF2,ENSG00000288785
2006	3	1	2	1	chr4:139651709-140427859 (776kb)	.	CLGN
2010	3	1	2	1	chr4:150571841-151363012 (791kb)	.	LRBA
2011	3	1	2	2	chr4:151408635-151730403 (322kb)	.	FHIP1A,FHIP1A-DT
2012	3	2	1	3	chr4:152535635-153489002 (953kb)	.	FBXW7,MIR4453HG,MND1
2013	3	1	2	1	chr4:152199454-152666201 (467kb)	.	ENSG00000248571
2014	3	1	2	1	chr4:153257234-153344372 (87kb)	.	MND1
2025	3	2	1	2	chr4:183398302-183987464 (589kb)	.	ENSG00000248206,ING2
2033	3	1	2	2	chr4:2743864-2963688 (220kb)	.	GRK4,NOP14
2034	3	2	1	2	chr4:2818569-3532875 (714kb)	.	LRPAP1,RGS12
2037	3	1	2	1	chr4:3126993-3969320 (842kb)	.	RGS12
2044	3	2	1	4	chr4:56387068-56544926 (158kb)	.	AASDH,ENSG00000269921,PAICS,PPAT
2046	3	1	2	1	chr4:6236010-6388371 (152kb)	.	WFS1
2047	3	1	2	1	chr4:6322375-7153284 (831kb)	.	ENSG00000287104
2052	3	2	1	2	chr4:73257730-74445836 (1188kb)	.	ANKRD17,AREG
2056	3	1	2	1	chr4:76213156-76933726 (721kb)	.	FAM47E
2064	3	2	1	2	chr4:82891068-83536957 (646kb)	.	COQ2,GPAT3
2069	3	2	1	4	chr4:86831505-87391467 (560kb)	.	AFF1,ENSG00000284968,ENSG00000285458,HSD17B11
2080	3	1	2	1	chr5:107563976-107672849 (109kb)	.	EFNA5
2083	3	1	2	1	chr5:111058086-112014673 (957kb)	.	STARD4
2084	3	2	1	4	chr5:115841456-116537245 (696kb)	.	AP3S1,ATG12,COMMD10,ENSG00000271918
2085	3	1	2	1	chr5:118988199-119814574 (826kb)	.	DTWD2
2087	3	1	2	2	chr5:122602997-123429484 (826kb)	.	PPIC,PPIC-AS1
2089	3	1	2	1	chr5:124612156-124749083 (137kb)	.	ZNF608
2096	3	1	2	2	chr5:133051573-133944519 (893kb)	.	ENSG00000286408,HSPA4
2103	3	1	2	1	chr5:138242453-138725643 (483kb)	.	CDC25C
2105	3	2	1	3	chr5:138178563-138610234 (432kb)	.	BRD8,CTNNA1,KIF20A
2106	3	1	2	1	chr5:138438885-138470360 (31kb)	.	REEP2
2112	3	1	2	1	chr5:14011755-14751009 (739kb)	.	DNAH5
2116	3	2	1	4	chr5:141618672-142089466 (471kb)	.	DIAPH1,ENSG00000228737,HDAC3,RELL2
2117	3	2	1	3	chr5:141637736-141961054 (323kb)	.	HDAC3,PCDH1,RELL2
2124	3	1	2	1	chr5:149975949-150358399 (382kb)	.	TCOF1
2125	3	1	2	1	chr5:150129476-150449838 (320kb)	.	RPS14
2131	3	1	2	2	chr5:159094941-159133424 (38kb)	.	EBF1,LINC02202
2135	3	2	1	2	chr5:170681269-171418993 (738kb)	.	FGF18,KCNIP1-AS1
2136	3	2	1	2	chr5:171737707-172284331 (547kb)	.	ENSG00000285914,UBTD2
2139	3	2	1	2	chr5:172462286-173056407 (594kb)	.	CREBRF,DUSP1
2146	3	1	2	2	chr5:176068126-176943737 (876kb)	.	EIF4E1B,SNCB
2153	3	2	1	3	chr5:178153644-178860466 (707kb)	.	ENSG00000289726,NHP2,ZNF354B
2158	3	1	2	2	chr5:1801304-2038610 (237kb)	.	MRPL36,NDUFS6
2161	3	1	2	1	chr5:180809756-181207277 (398kb)	.	ENSG00000248514
2166	3	2	1	4	chr5:36151702-36877551 (726kb)	.	LMBRD2,NIPBL,NIPBL-DT,SKP2
2184	3	1	2	1	chr5:74167517-74799756 (632kb)	.	ENC1
2185	3	2	1	2	chr5:74381977-74867073 (485kb)	.	FAM169A,FAM169A-AS1
2196	3	2	1	3	chr5:95822184-95962450 (140kb)	.	ELL2,ENSG00000251314,GLRX
2202	3	1	2	1	chr6:106739125-107590990 (852kb)	.	MTRES1
2205	3	2	1	3	chr6:108557991-109448075 (890kb)	.	CEP57L1,ENSG00000287044,SESN1
2209	3	2	1	3	chr6:110563847-111259421 (696kb)	.	AMD1,MFSD4B,MFSD4B-DT
2210	3	1	2	1	chr6:110781679-111300993 (519kb)	.	AMD1
2212	3	1	2	1	chr6:111908434-112282459 (374kb)	.	LINC02527
2213	3	1	2	1	chr6:111591304-112372458 (781kb)	.	LAMA4
2217	3	1	2	1	chr6:116680759-117389429 (709kb)	.	KPNA5
2220	3	1	2	1	chr6:12008973-12914259 (905kb)	.	HIVEP1
2224	3	1	2	1	chr6:125024581-125302072 (277kb)	.	HDDC2
2225	3	1	2	1	chr6:125363341-125957387 (594kb)	.	HINT3
2227	3	1	2	1	chr6:127343186-127516931 (174kb)	.	ECHDC1
2235	3	1	2	1	chr6:13547695-14144935 (597kb)	.	MCUR1
2237	3	2	1	3	chr6:13574235-14211502 (637kb)	.	ENSG00000285639,ENSG00000286281,SIRT5
2239	3	1	2	1	chr6:136761571-137249000 (487kb)	.	SLC35D3
2242	3	1	2	1	chr6:137707989-138722931 (1015kb)	.	HEBP2
2247	3	2	1	3	chr6:142845968-143450230 (604kb)	.	ADAT2,HIVEP2-DT,PEX3
2252	3	1	2	1	chr6:149668646-149923298 (255kb)	.	RAET1G
2253	3	1	2	2	chr6:149423476-149990381 (567kb)	.	LRP11,RAET1E-AS1
2255	3	1	2	1	chr6:150027597-151240586 (1213kb)	.	AKAP12
2266	3	1	2	1	chr6:161273788-161891855 (618kb)	.	AGPAT4
2271	3	1	2	2	chr6:170036962-170553507 (517kb)	.	PSMB1,TBP
2272	3	1	2	1	chr6:17784028-18488547 (705kb)	.	DEK
2280	3	1	2	1	chr6:24521029-25315596 (795kb)	.	ENSG00000282804
2284	3	2	1	2	chr6:26569158-27280380 (711kb)	.	ENSG00000284607,ENSG00000290009
2290	3	2	1	4	chr6:291920-693340 (401kb)	.	DUSP22,ENSG00000271727,ENSG00000287265,EXOC2
2293	3	1	2	1	chr6:3118288-3209758 (91kb)	.	BPHL
2294	3	1	2	1	chr6:32622565-33433433 (811kb)	.	ENSG00000263756
2296	3	2	1	2	chr6:33585693-34757540 (1172kb)	.	NUDT3,SNRPC
2300	3	1	2	1	chr6:33762117-34792972 (1031kb)	.	BLTP3A
2311	3	2	1	3	chr6:4021607-4981711 (960kb)	.	CDYL-AS1,ENSG00000230648,PRPF4B
2314	3	1	2	1	chr6:41735536-41931851 (196kb)	.	TFEB
2316	3	1	2	2	chr6:41779871-42406649 (627kb)	.	ENSG00000124593,PRICKLE4
2319	3	1	2	1	chr6:42166578-42979393 (813kb)	.	PEX6
2322	3	1	2	1	chr6:42908500-43703227 (795kb)	.	CUL7
2324	3	2	1	3	chr6:43172250-43428318 (256kb)	.	ABCC10,ENSG00000287055,ZNF318
2327	3	1	2	2	chr6:46015698-46492223 (477kb)	.	RCAN2,RCAN2-DT
2328	3	2	1	3	chr6:46034151-46171251 (137kb)	.	ENPP4,ENPP5,ENSG00000231769
2337	3	1	2	1	chr6:70187919-70839755 (652kb)	.	SMAP1
2343	3	1	2	1	chr6:73645695-73774905 (129kb)	.	SLC17A5
2344	3	1	2	1	chr6:75349699-75775568 (426kb)	.	MYO6
2348	3	1	2	1	chr6:88927943-89372361 (444kb)	.	UBE2J1
2350	3	1	2	1	chr6:89139456-89412552 (273kb)	.	RRAGD
2366	3	1	2	1	chr7:100301572-101403009 (1101kb)	.	GNB2
2370	3	2	1	2	chr7:100895710-101165775 (270kb)	.	ACHE,VGF
2371	3	1	2	2	chr7:101077597-101217800 (140kb)	.	PLOD3,ZNHIT1
2379	3	1	2	1	chr7:1059319-1418866 (360kb)	.	ENSG00000257607
2382	3	1	2	2	chr7:112206064-112415245 (209kb)	.	DOCK4,ZNF277
2383	3	1	2	1	chr7:112160081-112790232 (630kb)	.	TMEM168
2384	3	1	2	1	chr7:1137702-1369450 (232kb)	.	C7orf50
2391	3	2	1	2	chr7:128409938-128880336 (470kb)	.	IMPDH1,METTL2B
2392	3	1	2	1	chr7:128783154-129055349 (272kb)	.	TNPO3
2413	3	1	2	1	chr7:149229449-149742455 (513kb)	.	ENSG00000290600
2421	3	1	2	1	chr7:152261925-152676348 (414kb)	.	XRCC2
2429	3	1	2	1	chr7:22054361-23182323 (1128kb)	.	NUP42
2431	3	1	2	1	chr7:23531823-24716124 (1184kb)	.	TRA2A
2434	3	1	2	1	chr7:24812427-25603623 (791kb)	.	CYCS
2437	3	2	1	4	chr7:26601750-27740853 (1139kb)	.	HOXA-AS3,HOXA4,TAX1BP1,TAX1BP1-AS1
2442	3	1	2	1	chr7:28179577-28927236 (748kb)	.	JAZF1-AS1
2443	3	2	1	1	chr7:28904313-29147201 (243kb)	.	CHN2
2446	3	1	2	1	chr7:33459351-33905012 (446kb)	.	BMPER
2451	3	1	2	1	chr7:42038176-42889106 (851kb)	.	ENSG00000290065
