peak1	peak2	coaccess	qval	type1	type2	n_links
chr1:109494199-109494628	chr1:109643865-109644097	0.027011	0.612027	proximal	distal	4
chr1:109494199-109494628	chr1:109931230-109931579	0.0306463	0.575749	proximal	distal	4
chr1:109509328-109510011	chr1:110029594-110029833	0.0381529	0.0942553	proximal	distal	4
chr1:109547994-109548192	chr1:109643865-109644097	0.0856657	9.58348e-11	proximal	distal	8
chr1:109548479-109548731	chr1:109620804-109621085	0.0413765	0.0384203	proximal	distal	8
chr1:10961103-10961264	chr1:11059482-11059634	0.30236	0	proximal	distal	4
chr1:109620804-109621085	chr1:110450268-110450418	0.022261	0.612027	proximal	distal	4
chr1:109681613-109681763	chr1:109910570-109911175	0.0287874	0.612027	proximal	distal	4
chr1:109716997-109717171	chr1:110209710-110210613	0.0263308	0.612027	proximal	distal	8
chr1:10973549-10973699	chr1:11012164-11012457	0.064248	8.00045e-06	proximal	distal	4
chr1:110003926-110004141	chr1:110209710-110210613	0.0277569	0.612027	proximal	distal	8
chr11:101914814-101915384	chr11:102111385-102111717	0.0367262	0.137063	proximal	distal	4
chr1:110209710-110210613	chr1:110724092-110724242	0.144965	0	proximal	distal	8
chr11:102111124-102111327	chr11:102495505-102496084	0.15605	0	proximal	distal	8
chr11:102346688-102347531	chr11:102898147-102898297	0.0687242	9.86239e-07	proximal	distal	8
chr11:10304695-10305171	chr11:10792451-10792758	0.0780976	7.65794e-09	proximal	distal	8
chr11:10304695-10305171	chr11:9535219-9535369	0.0308228	0.5542	proximal	distal	8
chr11:10305489-10305747	chr11:10878541-10878877	0.0592518	7.01512e-05	proximal	distal	8
chr1:110312648-110312842	chr1:110338213-110338614	0.0368484	0.132799	proximal	distal	8
chr1:110338748-110339507	chr1:110720678-110720835	0.147457	0	proximal	distal	8
chr11:10408606-10408777	chr11:10857703-10858338	0.085906	8.2875e-11	proximal	distal	8
chr1:110433879-110434029	chr1:110450268-110450418	0.124841	0	proximal	distal	4
chr11:10540865-10541804	chr11:10933833-10934048	0.156319	0	proximal	distal	8
chr1:1108141-1108346	chr1:778256-779210	0.0500665	0.00238632	proximal	distal	8
chr11:108659676-108659866	chr11:108664833-108665247	0.0656932	4.12043e-06	proximal	distal	4
chr11:10933833-10934048	chr11:11156015-11156276	0.0952037	2.26511e-13	proximal	distal	4
chr11:110167659-110167906	chr11:110711823-110712643	0.0310581	0.526762	proximal	distal	4
chr11:111735743-111735983	chr11:111766037-111766725	0.100938	0	proximal	distal	4
chr11:111926674-111927320	chr11:112406275-112406425	0.0475107	0.00572137	proximal	distal	4
chr11:112024929-112025676	chr11:112055216-112055609	0.094802	2.75551e-13	proximal	distal	4
chr11:112024929-112025676	chr11:112145440-112145590	0.0699558	5.39988e-07	proximal	distal	4
chr11:112042164-112042314	chr11:112227034-112227211	0.150453	0	proximal	distal	4
chr11:113906197-113906357	chr11:114439270-114439677	0.337732	0	proximal	distal	4
chr11:114059323-114059641	chr11:114166158-114166438	0.194352	0	proximal	distal	8
chr1:111441711-111441895	chr1:111699461-111699611	0.311975	0	proximal	distal	4
chr11:1150974-1151124	chr11:1309574-1310072	0.0404426	0.0502205	proximal	distal	8
chr11:115207159-115207558	chr11:115504349-115504823	0.117427	0	proximal	distal	4
chr11:116760278-116760428	chr11:117178642-117178982	0.147584	0	proximal	distal	4
chr11:116835930-116836385	chr11:117124710-117124860	0.0314141	0.486731	proximal	distal	4
chr11:116983794-116983944	chr11:117144141-117144597	0.123287	0	proximal	distal	4
chr11:117144141-117144597	chr11:117427261-117427537	0.0893878	9.66646e-12	proximal	distal	4
chr11:117573852-117574020	chr11:118435962-118436678	0.0304731	0.597597	proximal	distal	4
chr11:117876644-117876866	chr11:118145304-118145828	0.0407136	0.0465184	proximal	distal	8
chr11:117946908-117947380	chr11:118435310-118435552	0.0289086	0.612027	proximal	distal	4
chr11:118331938-118332088	chr11:118572042-118572734	0.0674275	1.83033e-06	proximal	distal	8
chr11:11841436-11842133	chr11:11849395-11849670	0.0536181	0.00065478	proximal	distal	4
chr11:118530993-118531189	chr11:118565718-118566452	0.0245437	0.612027	proximal	distal	8
chr11:118551442-118551615	chr11:119205783-119206491	0.0435524	0.0200968	proximal	distal	4
chr11:118621232-118621586	chr11:118997372-118997736	0.0888066	1.39188e-11	proximal	distal	8
chr11:118621232-118621586	chr11:119084784-119085468	0.0269507	0.612027	proximal	distal	4
chr11:118634790-118635006	chr11:119067575-119067925	0.271894	0	proximal	distal	8
chr11:118659479-118659703	chr11:119121224-119121924	0.0236471	0.612027	proximal	distal	4
chr11:118659479-118659703	chr11:119205783-119206491	0.0557612	0.000287929	proximal	distal	4
chr11:118689824-118690511	chr11:118997372-118997736	0.118419	0	proximal	distal	8
chr11:118897112-118897347	chr11:119084784-119085468	0.0277706	0.612027	proximal	distal	4
chr11:118929261-118929724	chr11:119084784-119085468	0.0543574	0.000495259	proximal	distal	4
chr11:118929261-118929724	chr11:119196982-119197160	0.0475263	0.00569248	proximal	distal	4
chr11:118997941-118998209	chr11:119436777-119436927	0.0292609	0.612027	proximal	distal	8
chr11:119056881-119057527	chr11:119666532-119666693	0.0343808	0.24608	proximal	distal	4
chr11:119095335-119095843	chr11:119533987-119534332	0.0569012	0.000183021	proximal	distal	4
chr11:119101733-119102404	chr11:119741379-119741580	0.0220071	0.612027	proximal	distal	8
chr11:119102486-119102636	chr11:119533987-119534332	0.164305	0	proximal	distal	4
chr11:119107222-119107417	chr11:119121224-119121924	0.060776	3.68957e-05	proximal	distal	4
chr11:119334186-119334608	chr11:119666532-119666693	0.140152	0	proximal	distal	4
chr11:120197320-120197844	chr11:120336061-120336877	0.0240355	0.612027	proximal	distal	4
chr11:120300083-120300249	chr11:120324836-120325380	0.0761299	2.24653e-08	proximal	distal	4
chr11:120324836-120325380	chr11:120758964-120759125	0.0822808	7.14621e-10	proximal	distal	4
chr11:120325486-120325745	chr11:120660144-120660353	0.0601363	4.84539e-05	proximal	distal	4
chr11:12066719-12067037	chr11:12110367-12110906	0.0550495	0.000379552	proximal	distal	4
chr11:120847786-120847982	chr11:121292513-121292977	0.0854827	1.06995e-10	proximal	distal	4
chr1:1122205-1122379	chr1:1324346-1324887	0.0720797	1.86708e-07	proximal	distal	8
chr11:123016788-123016938	chr11:123358194-123358591	0.213737	0	proximal	distal	4
chr11:123213194-123213578	chr11:123357556-123358041	0.0328946	0.348566	proximal	distal	4
chr11:123358194-123358591	chr11:123430897-123431341	0.0220751	0.612027	proximal	distal	4
chr11:123358194-123358591	chr11:123555072-123555233	0.0956381	1.52128e-13	proximal	distal	4
chr11:123641019-123641244	chr11:123653991-123654759	0.0326851	0.36526	proximal	distal	4
chr1:112390480-112390767	chr1:112707375-112707546	0.073529	8.86737e-08	proximal	distal	4
chr1:112390834-112391103	chr1:112395954-112396503	0.0413122	0.0391369	proximal	distal	4
chr1:112390834-112391103	chr1:112396771-112396940	0.0218927	0.612027	proximal	distal	4
chr11:124739502-124740402	chr11:124763175-124763509	0.153862	0	proximal	distal	4
chr11:124866355-124866528	chr11:125062605-125063451	0.0919218	1.88481e-12	proximal	distal	4
chr11:125111438-125112079	chr11:125618469-125618689	0.114156	0	proximal	distal	8
chr11:125404583-125405090	chr11:125569238-125569827	0.0582023	0.00010821	proximal	distal	4
chr1:112554488-112554638	chr1:112957455-112957702	0.0280339	0.612027	proximal	distal	4
chr11:125569238-125569827	chr11:126115779-126116245	0.0213189	0.612027	proximal	distal	4
chr1:112575382-112575586	chr1:112619029-112619966	0.0331626	0.3277	proximal	distal	4
chr11:12587793-12587969	chr11:13277060-13277895	0.0271173	0.612027	proximal	distal	8
chr11:12587793-12587969	chr11:13462714-13463506	0.0295463	0.612027	proximal	distal	8
chr11:125887498-125887740	chr11:126303451-126304129	0.195775	0	proximal	distal	8
chr11:125932820-125933152	chr11:126304214-126304475	0.111291	0	proximal	distal	8
chr11:125947347-125947512	chr11:126159795-126160171	0.093125	8.58053e-13	proximal	distal	4
chr11:126146792-126147306	chr11:126210953-126211453	0.048257	0.00445668	proximal	distal	8
chr11:126159795-126160171	chr11:126536100-126536373	0.101581	0	proximal	distal	4
chr11:126210953-126211453	chr11:126480639-126480986	0.0484128	0.00423028	proximal	distal	8
chr1:11262497-11262985	chr1:11791325-11791532	0.0521318	0.0011367	proximal	distal	4
chr11:12673991-12674539	chr11:12800008-12800320	0.104228	0	proximal	distal	4
chr1:112716315-112716486	chr1:112986055-112986225	0.110157	0	proximal	distal	4
chr1:112716315-112716486	chr1:113115174-113115420	0.0796609	3.20598e-09	proximal	distal	4
chr11:129344609-129344759	chr11:129895249-129896037	0.0258782	0.612027	proximal	distal	4
chr1:112955319-112956686	chr1:113364680-113364835	0.038692	0.081522	proximal	distal	4
chr11:130002146-130003413	chr11:130434808-130435241	0.0275348	0.612027	proximal	distal	8
chr11:130448339-130448834	chr11:130861797-130862245	0.0273276	0.612027	proximal	distal	4
chr11:13224053-13224263	chr11:13668959-13669468	0.0992246	2.61359e-14	proximal	distal	8
chr11:134331544-134332097	chr11:134558445-134558595	0.0379849	0.0985013	proximal	distal	4
chr11:13668137-13668844	chr11:14359136-14359315	0.0289735	0.612027	proximal	distal	8
chr1:113683419-113683569	chr1:113811672-113812026	0.0432019	0.022375	proximal	distal	8
chr1:113812134-113812770	chr1:113930401-113930592	0.0762505	2.10449e-08	proximal	distal	8
chr11:13883390-13883540	chr11:14499678-14500149	0.10185	0	proximal	distal	4
chr11:1389150-1390021	chr11:1882538-1882721	0.0271776	0.612027	proximal	distal	4
chr1:113929176-113929707	chr1:114346513-114346854	0.346674	0	proximal	distal	8
chr1:114134787-114134937	chr1:114581523-114581941	0.0428727	0.0246922	proximal	distal	4
chr1:114152627-114152777	chr1:114581523-114581941	0.116926	0	proximal	distal	4
chr1:114346146-114346445	chr1:114581523-114581941	0.037608	0.108882	proximal	distal	4
chr1:114581523-114581941	chr1:115193989-115194139	0.0481758	0.00458108	proximal	distal	4
chr11:14643549-14644373	chr11:15202875-15203025	0.269687	0	proximal	distal	8
chr1:114717036-114717191	chr1:114767100-114767357	0.253282	0	proximal	distal	4
chr1:114717036-114717191	chr1:115359790-115359940	0.0353395	0.194891	proximal	distal	4
chr1:114780279-114780927	chr1:114886007-114886201	0.120794	0	proximal	distal	4
chr1:114780279-114780927	chr1:115469776-115469942	0.152419	0	proximal	distal	4
chr1:115337719-115337886	chr1:115507283-115507433	0.121264	0	proximal	distal	4
chr1:115337719-115337886	chr1:115771877-115772190	0.0219606	0.612027	proximal	distal	4
chr1:115641597-115642054	chr1:116168488-116168681	0.0532247	0.000759665	proximal	distal	4
chr1:115642367-115643016	chr1:115838769-115839009	0.0545021	0.000468438	proximal	distal	4
chr1:115946625-115946775	chr1:115975919-115976887	0.0745864	5.09622e-08	proximal	distal	4
chr1:116091655-116091873	chr1:116570377-116571237	0.0367486	0.136293	proximal	distal	4
chr1:116168488-116168681	chr1:116570377-116571237	0.0233127	0.612027	proximal	distal	4
chr1:116444164-116444356	chr1:116667727-116667914	0.055661	0.000299388	proximal	distal	4
chr1:11654717-11654934	chr1:11791325-11791532	0.116002	0	proximal	distal	8
chr1:116570377-116571237	chr1:116973609-116973824	0.0386489	0.0824717	proximal	distal	4
chr1:117087557-117087707	chr1:117605618-117606149	0.0402676	0.0527428	proximal	distal	8
chr11:17257027-17257282	chr11:17352152-17352390	0.0399915	0.0569727	proximal	distal	8
chr11:17276840-17277009	chr11:17352152-17352390	0.0381629	0.0940206	proximal	distal	8
chr1:117305917-117306111	chr1:117366324-117367534	0.0352466	0.199396	proximal	distal	4
chr1:11735952-11736161	chr1:11909208-11909847	0.024201	0.612027	proximal	distal	4
chr1:117605618-117606149	chr1:118472305-118472470	0.0425762	0.0269624	proximal	distal	8
chr11:17734489-17734803	chr11:18395863-18396569	0.0501474	0.00231991	proximal	distal	4
chr11:17882680-17882830	chr11:18321896-18322835	0.0652883	4.9728e-06	proximal	distal	8
chr11:18275012-18275184	chr11:18527160-18527333	0.0485464	0.00404214	proximal	distal	8
chr1:1183020-1183170	chr1:1615057-1615618	0.0626294	1.64656e-05	proximal	distal	8
chr1:11838723-11839012	chr1:11934483-11934694	0.0399763	0.0572172	proximal	distal	4
chr11:18394239-18394646	chr11:18853455-18853605	0.0401175	0.0550072	proximal	distal	4
chr11:18588306-18588585	chr11:19156677-19156827	0.445179	0	proximal	distal	8
chr11:18588648-18589276	chr11:18698566-18698793	0.022498	0.612027	proximal	distal	8
chr11:18588648-18589276	chr11:19449301-19449501	0.0768275	1.53993e-08	proximal	distal	8
chr1:11859240-11859577	chr1:12478075-12478600	0.108986	0	proximal	distal	4
chr11:1875272-1875490	chr11:2161731-2161921	0.120939	0	proximal	distal	8
chr11:1888605-1888755	chr11:2377126-2377361	0.0630057	1.39352e-05	proximal	distal	4
chr11:19116924-19117681	chr11:19557401-19557881	0.0269148	0.612027	proximal	distal	4
chr1:119327053-119327915	chr1:119712499-119713059	0.0346815	0.228964	proximal	distal	8
chr1:119663253-119663403	chr1:120176140-120176655	0.0575137	0.000143002	proximal	distal	4
chr1:120176140-120176655	chr1:120558355-120558922	0.021409	0.612027	proximal	distal	4
chr1:12018923-12019761	chr1:12539975-12540533	0.0337282	0.287343	proximal	distal	4
chr1:12018923-12019761	chr1:12658684-12658834	0.0586522	8.99926e-05	proximal	distal	4
chr1:120558355-120558922	chr1:120850325-120850606	0.0645057	7.11988e-06	proximal	distal	4
chr11:207075-207254	chr11:450080-450368	0.0317332	0.452969	proximal	distal	8
chr11:207353-208004	chr11:728132-728488	0.0542617	0.000513478	proximal	distal	8
chr11:207353-208004	chr11:744725-744899	0.0803628	2.15548e-09	proximal	distal	8
chr1:120850325-120850606	chr1:121206109-121206281	0.0265752	0.612027	proximal	distal	4
chr11:208777-208974	chr11:747253-747543	0.114927	0	proximal	distal	4
chr11:208777-208974	chr11:819394-819607	0.181208	0	proximal	distal	4
chr1:1231890-1232389	chr1:1758986-1759136	0.0488213	0.00368262	proximal	distal	8
chr1:1231890-1232389	chr1:976148-976326	0.0285132	0.612027	proximal	distal	8
chr11:250840-251004	chr11:288882-289150	0.0310156	0.53171	proximal	distal	4
chr11:27209669-27209899	chr11:27472546-27473084	0.0270824	0.612027	proximal	distal	4
chr11:27362776-27363514	chr11:27699006-27699278	0.0461967	0.00879791	proximal	distal	4
chr1:1273749-1274279	chr1:1778315-1778531	0.0358307	0.172338	proximal	distal	4
chr11:27389083-27389242	chr11:27471979-27472305	0.0326402	0.369181	proximal	distal	8
chr11:27463682-27463834	chr11:27472546-27473084	0.0367135	0.13749	proximal	distal	4
chr1:1289981-1290414	chr1:1615057-1615618	0.0499418	0.00249492	proximal	distal	8
chr11:2902019-2902401	chr11:3057757-3057999	0.0940183	4.70679e-13	proximal	distal	8
chr11:31030709-31030859	chr11:31811100-31811528	0.0307309	0.565437	proximal	distal	4
chr11:318936-319229	chr11:910763-911575	0.0524487	0.00101283	proximal	distal	4
chr11:32013863-32014013	chr11:32829688-32830165	0.28234	0	proximal	distal	4
chr11:3217144-3217511	chr11:3378941-3379450	0.107517	0	proximal	distal	4
chr11:32358775-32359118	chr11:32893340-32893949	0.046452	0.00809888	proximal	distal	4
chr1:1324346-1324887	chr1:1550740-1550890	0.0715268	2.46765e-07	proximal	distal	8
chr1:1324346-1324887	chr1:1909661-1909838	0.023422	0.612027	proximal	distal	8
chr1:1324346-1324887	chr1:629441-629639	0.0380883	0.0958677	proximal	distal	8
chr1:1324346-1324887	chr1:629748-630089	0.0362544	0.15461	proximal	distal	8
chr1:1324346-1324887	chr1:869879-870030	0.022972	0.612027	proximal	distal	8
chr1:1324960-1325336	chr1:1960092-1960314	0.0266618	0.612027	proximal	distal	8
chr11:32833797-32834016	chr11:33257099-33258042	0.0542149	0.000522524	proximal	distal	4
chr11:32892947-32893172	chr11:33197942-33198092	0.142055	0	proximal	distal	4
chr11:32893340-32893949	chr11:33065695-33065906	0.0262376	0.612027	proximal	distal	4
chr11:32893340-32893949	chr11:33178492-33178642	0.14161	0	proximal	distal	4
chr11:33375830-33376105	chr11:33543102-33543252	0.139954	0	proximal	distal	4
chr11:33375830-33376105	chr11:33793026-33793259	0.0729048	1.22414e-07	proximal	distal	4
chr11:33736202-33736629	chr11:33887955-33888160	0.0613391	2.89785e-05	proximal	distal	4
chr11:33774455-33774802	chr11:33988123-33988288	0.327159	0	proximal	distal	8
chr11:33808310-33808510	chr11:34358379-34358678	0.0286199	0.612027	proximal	distal	4
chr11:34006931-34007151	chr11:34357839-34358278	0.0325873	0.373668	proximal	distal	4
chr11:34006931-34007151	chr11:34915872-34916745	0.0762796	2.07182e-08	proximal	distal	8
chr11:34118460-34118610	chr11:34438551-34439446	0.0486618	0.00388892	proximal	distal	4
chr11:34601131-34601307	chr11:34915872-34916745	0.0246461	0.612027	proximal	distal	8
chr11:36104705-36104865	chr11:36594261-36594865	0.0926609	1.17116e-12	proximal	distal	4
chr11:36376400-36377107	chr11:36509822-36510565	0.0251341	0.612027	proximal	distal	8
chr11:3808435-3808730	chr11:3854930-3855194	0.0329756	0.342105	proximal	distal	12
chr11:3824750-3824988	chr11:3854930-3855194	0.0684945	1.10145e-06	proximal	distal	12
chr11:3824750-3824988	chr11:3855323-3855766	0.024859	0.612027	proximal	distal	8
chr1:1382573-1382819	chr1:1471375-1471870	0.0859441	8.1008e-11	proximal	distal	4
chr1:1382573-1382819	chr1:1615057-1615618	0.0483949	0.00425513	proximal	distal	8
chr1:1399262-1399847	chr1:586098-586296	0.0350621	0.208561	proximal	distal	8
chr1:1399262-1399847	chr1:941664-941881	0.0364425	0.14743	proximal	distal	8
chr1:1407131-1407468	chr1:1473057-1473244	0.0425834	0.0269115	proximal	distal	4
chr1:143203287-143203534	chr1:143735856-143736226	0.0335436	0.299812	proximal	distal	4
chr1:143252685-143253286	chr1:143735856-143736226	0.0713681	2.67327e-07	proximal	distal	4
chr11:43833463-43833613	chr11:44095543-44096004	0.0672862	1.95759e-06	proximal	distal	4
chr1:144461135-144461807	chr1:144987914-144988064	0.0236457	0.612027	proximal	distal	4
chr1:145093614-145094046	chr1:145996530-145997237	0.048299	0.004396	proximal	distal	4
chr1:145190130-145190376	chr1:145607848-145608508	0.0703067	4.5488e-07	proximal	distal	8
chr1:145190130-145190376	chr1:145964321-145964948	0.0237757	0.612027	proximal	distal	8
